species,atoll,status,reference,Order,Family
Laportea ruderalis (G.Forst.) Chew,Tabuaeran,N,"Wester, L. (1985) Checklist of the vascular flora of the Northern Line Islands",Rosales,Urticaceae
Laportea ruderalis (G.Forst.) Chew,Taka,N,"Fosberg, F.R. (1955) Northern Marshall Islands Expedition, 1951-1952 - land biota: vascular plants",Rosales,Urticaceae
Laportea ruderalis (G.Forst.) Chew,Takapoto,N,"Sachet, M.-H. (1983) Takapoto atoll, Tuamotu Archipelago: terrestrial vegetation and flora",Rosales,Urticaceae
Laportea ruderalis (G.Forst.) Chew,Tarawa,N,"Fosberg, F.R., Sachet, M.-H., Oliver, R. (1979) A geographical Checklist of the Micronesian Dicotyledonae",Rosales,Urticaceae
Laportea ruderalis (G.Forst.) Chew,Teraina,N,"Wester, L. (1985) Checklist of the vascular flora of the Northern Line Islands",Rosales,Urticaceae
Laportea ruderalis (G.Forst.) Chew,Tetiaroa,N,"Sachet, M.-H., & Fosberg, F.R. (1983) An ecological reconnaissance of Tetiaroa Atoll, French Polynesia",Rosales,Urticaceae
Laportea ruderalis (G.Forst.) Chew,Tikehau,N,"Florence, J. (1985) Contribution à l'étude d'latoll de Tikehau - Introduction a la flore et a la vegetation",Rosales,Urticaceae
Laportea ruderalis (G.Forst.) Chew,Tupai,N,"Sachet, M.-H. (1983) Botanique de l'ile de Tupai, Îles de la Societe",Rosales,Urticaceae
Laportea ruderalis (G.Forst.) Chew,Ujae,N,"Fosberg, F.R. (1955) Northern Marshall Islands Expedition, 1951-1952 - land biota: vascular plants",Rosales,Urticaceae
Laportea ruderalis (G.Forst.) Chew,Ujelang,N,"Fosberg, F.R. (1955) Northern Marshall Islands Expedition, 1951-1952 - land biota: vascular plants",Rosales,Urticaceae
Laportea ruderalis (G.Forst.) Chew,Ulithi,N,"Fosberg, F.R., Sachet, M.-H., Oliver, R. (1979) A geographical Checklist of the Micronesian Dicotyledonae",Rosales,Urticaceae
Laportea ruderalis (G.Forst.) Chew,Utirik,N,"Fosberg, F.R. (1955) Northern Marshall Islands Expedition, 1951-1952 - land biota: vascular plants",Rosales,Urticaceae
Laportea ruderalis (G.Forst.) Chew,Vaitupu,N,"Naikatini, A., et al. (2021) Biodiversity rapid assessment program (BioRAP) of Funafuti Atoll, Nukulaelae Atoll, Niutao Island and Vaitupu Island, Tuvalu",Rosales,Urticaceae
Obetia aldabrensis Friis,Aldabra,N,"Friis, I. (1983) A synopsis of Obetia (Urticaceae)",Rosales,Urticaceae
Pilea microphylla (L.) Liebm.,Aratika,I,"Jacq F. & Lagouy E., (2010) Carte de la végétation de l’atoll de Aratika, commune de Fakarava, Archipel des Tuamotu",Rosales,Urticaceae
Pilea microphylla (L.) Liebm.,Butaritari,I,"Fosberg, F.R., Sachet, M.-H., Oliver, R. (1979) A geographical Checklist of the Micronesian Dicotyledonae",Rosales,Urticaceae
Pilea microphylla (L.) Liebm.,Diego Garcia,I,"Fosberg, F.R., & Bullock, A.A. (1971) List of Diego Garcia vascular plants",Rosales,Urticaceae
Pilea microphylla (L.) Liebm.,Fakaofo,I,"Whistler, A. (2012) The flora and vegetation of Tokelau",Rosales,Urticaceae
Pilea microphylla (L.) Liebm.,Funafuti,I,"Naikatini, A., et al. (2021) Biodiversity rapid assessment program (BioRAP) of Funafuti Atoll, Nukulaelae Atoll, Niutao Island and Vaitupu Island, Tuvalu",Rosales,Urticaceae
Pilea microphylla (L.) Liebm.,Jaluit,I,"Fosberg, F.R., & Sachet, M.-H. (1962) Vascular plants recorded from Jaluit Atoll",Rosales,Urticaceae
Pilea microphylla (L.) Liebm.,Johnston,I,"Binion Amerson, A., & Shelton, P.C. (1976) The natural history of Johnston atoll, Central Pacific Ocean",Rosales,Urticaceae
Pilea microphylla (L.) Liebm.,Kwajalein,I,"Fosberg, F.R. (1990) A review of the natural history of the Marshall Islands",Rosales,Urticaceae
Pilea microphylla (L.) Liebm.,Lukunor,I,"Fosberg, F.R., Sachet, M.-H., Oliver, R. (1979) A geographical Checklist of the Micronesian Dicotyledonae",Rosales,Urticaceae
Pilea microphylla (L.) Liebm.,Midway,I,"Starr, F., Starr, K., & Loope, L. (2006) Annotated checklist of the vascular plants on Midway Atoll, Hawaii",Rosales,Urticaceae
Pilea microphylla (L.) Liebm.,Mokil,I,"Glassman, S.F. (1953) New plant records from the Eastern Caroline Islands, with a comparative study of the native plant names",Rosales,Urticaceae
Pilea microphylla (L.) Liebm.,Moruroa,I,"Meyer, J.-Y. (2007) Rapport de mission a Moruroa du 30 Janvier au 02 Fevrier 2007 - mise au point de méthodes de lutte contre le 'aito (Casuarina equisetifolia)",Rosales,Urticaceae
Pilea microphylla (L.) Liebm.,Namonuito,I,"Stone, B.C. (1959) The flora of Namonuito and the Hall Islands",Rosales,Urticaceae
Pilea microphylla (L.) Liebm.,Ngcheangel,I,"Space, J.C., Lorence, D.H., & LaRosa, A.M. (2008) Report to the Republic of Palau: 2008 update on invasive plant species",Rosales,Urticaceae
Pilea microphylla (L.) Liebm.,Niutao,I,"Naikatini, A., et al. (2021) Biodiversity rapid assessment program (BioRAP) of Funafuti Atoll, Nukulaelae Atoll, Niutao Island and Vaitupu Island, Tuvalu",Rosales,Urticaceae
Pilea microphylla (L.) Liebm.,Nui,I,"Woodroffe, C.D. (1985) Vegetation and flora of Nui Atoll, Tuvalu",Rosales,Urticaceae
Pilea microphylla (L.) Liebm.,Nukulaelae,I,"Naikatini, A., et al. (2021) Biodiversity rapid assessment program (BioRAP) of Funafuti Atoll, Nukulaelae Atoll, Niutao Island and Vaitupu Island, Tuvalu",Rosales,Urticaceae
Pilea microphylla (L.) Liebm.,Ontong Java,I,"Bayliss-Smith, T. (1973) Ecosystem and economic system of Ontong Java Atoll, Solomon Islands",Rosales,Urticaceae
Pilea microphylla (L.) Liebm.,Palmyra,I,"Wester, L. (1985) Checklist of the vascular flora of the Northern Line Islands",Rosales,Urticaceae
Pilea microphylla (L.) Liebm.,Pingelap,I,"St. John, H. (1948) Report on the flora of Pingelap atoll, Caroline Islands, Micronesia and observations on the vocabulary of the native inhabitants",Rosales,Urticaceae
Pilea microphylla (L.) Liebm.,Raroia,I,"Doty, M.S., et al. (1954) Floristics and plant ecology of Raroia Atoll, Tuamotus",Rosales,Urticaceae
Pilea microphylla (L.) Liebm.,Tarawa,I,"Fosberg, F.R., Sachet, M.-H., Oliver, R. (1979) A geographical Checklist of the Micronesian Dicotyledonae",Rosales,Urticaceae
Pilea microphylla (L.) Liebm.,Tikehau,I,"Florence, J. (1985) Contribution à l'étude d'latoll de Tikehau - Introduction a la flore et a la vegetation",Rosales,Urticaceae
Pilea microphylla (L.) Liebm.,Ujelang,I,"Fosberg, F.R. (1990) A review of the natural history of the Marshall Islands",Rosales,Urticaceae
Pilea microphylla (L.) Liebm.,Ulithi,I,"Fosberg, F.R., Sachet, M.-H., Oliver, R. (1979) A geographical Checklist of the Micronesian Dicotyledonae",Rosales,Urticaceae
Pilea microphylla (L.) Liebm.,Vaitupu,I,"Naikatini, A., et al. (2021) Biodiversity rapid assessment program (BioRAP) of Funafuti Atoll, Nukulaelae Atoll, Niutao Island and Vaitupu Island, Tuvalu",Rosales,Urticaceae
Pipturus argenteus (G.Forst.) Wedd.,Anaa,N,"Butaud, F.-J., & Jacq, F.A. (2014) Guide floristique - atolls soulevés des Tuamotu (Polynésie francaise)",Rosales,Urticaceae
Pipturus argenteus (G.Forst.) Wedd.,Ant,N,"Glassman, S.F. (1953) New plant records from the Eastern Caroline Islands, with a comparative study of the native plant names",Rosales,Urticaceae
Pipturus argenteus (G.Forst.) Wedd.,Aratika,N,"Jacq F. & Lagouy E., (2010) Carte de la végétation de l’atoll de Aratika, commune de Fakarava, Archipel des Tuamotu",Rosales,Urticaceae
Pipturus argenteus (G.Forst.) Wedd.,Arno,N,"Anderson, D. (1951) The plants of Arno Atoll, Marshall Islands",Rosales,Urticaceae
Pipturus argenteus (G.Forst.) Wedd.,Atafu,N,"Whistler, A. (2012) The flora and vegetation of Tokelau",Rosales,Urticaceae
Pipturus argenteus (G.Forst.) Wedd.,Desroches,N,"Stoddart, D.R., & Poore, M.E.D. (1970) Geography and ecology of Desroches",Rosales,Urticaceae
Pipturus argenteus (G.Forst.) Wedd.,Diego Garcia,I,"Fosberg, F.R., & Bullock, A.A. (1971) List of Diego Garcia vascular plants",Rosales,Urticaceae
Pipturus argenteus (G.Forst.) Wedd.,Etal,N,"Fosberg, F.R., Sachet, M.-H., Oliver, R. (1979) A geographical Checklist of the Micronesian Dicotyledonae",Rosales,Urticaceae
Pipturus argenteus (G.Forst.) Wedd.,Fakaofo,N,"Whistler, A. (2012) The flora and vegetation of Tokelau",Rosales,Urticaceae
Pipturus argenteus (G.Forst.) Wedd.,Funafuti,N,"Naikatini, A., et al. (2021) Biodiversity rapid assessment program (BioRAP) of Funafuti Atoll, Nukulaelae Atoll, Niutao Island and Vaitupu Island, Tuvalu",Rosales,Urticaceae
Pipturus argenteus (G.Forst.) Wedd.,Jaluit,N,"Fosberg, F.R., & Sachet, M.-H. (1962) Vascular plants recorded from Jaluit Atoll",Rosales,Urticaceae
Pipturus argenteus (G.Forst.) Wedd.,Kapingamarangi,N,"Niering, W. A. (1963) Terrestrial ecology of Kapingamarangi atoll, Caroline Islands",Rosales,Urticaceae
Pipturus argenteus (G.Forst.) Wedd.,Kwajalein,N,"Fosberg, F.R. (1955) Northern Marshall Islands Expedition, 1951-1952 - land biota: vascular plants",Rosales,Urticaceae
Pipturus argenteus (G.Forst.) Wedd.,Lae,N,"Fosberg, F.R. (1955) Northern Marshall Islands Expedition, 1951-1952 - land biota: vascular plants",Rosales,Urticaceae
Pipturus argenteus (G.Forst.) Wedd.,Losap,N,"Manner, H.I., & Sana, D. (1995) The vascular plants of Losap Atoll",Rosales,Urticaceae
Pipturus argenteus (G.Forst.) Wedd.,Lukunor,N,"Fosberg, F.R., Sachet, M.-H., Oliver, R. (1979) A geographical Checklist of the Micronesian Dicotyledonae",Rosales,Urticaceae
Pipturus argenteus (G.Forst.) Wedd.,Majuro,N,"Velde, N.V. (2003) The vascular plants of Majuro Atoll, Republic of the Marshall Islands",Rosales,Urticaceae
Pipturus argenteus (G.Forst.) Wedd.,Manihiki,N,"Cranwell, L.M. (1933) Flora of Manihiki, Cook Group",Rosales,Urticaceae
Pipturus argenteus (G.Forst.) Wedd.,Manuae,N,"Steibl, S., et al. (2025) Terrestrial biodiversity of Manuae atoll, Cook Islands",Rosales,Urticaceae
Pipturus argenteus (G.Forst.) Wedd.,Mokil,N,"Glassman, S.F. (1953) New plant records from the Eastern Caroline Islands, with a comparative study of the native plant names",Rosales,Urticaceae
Pipturus argenteus (G.Forst.) Wedd.,Namoluk,N,"Marshall, M., & Fosberg, F.R. (1975) The natural history of Namoluk Atoll, Eastern Caroline Islands with identification of vascular flora",Rosales,Urticaceae
Pipturus argenteus (G.Forst.) Wedd.,Namonuito,N,"Stone, B.C. (1959) The flora of Namonuito and the Hall Islands",Rosales,Urticaceae
Pipturus argenteus (G.Forst.) Wedd.,Ngcheangel,N,"Gressitt, J.L. (1953) Notes on Ngaruangl and Kayangel Atolls, Palau Islands",Rosales,Urticaceae
Pipturus argenteus (G.Forst.) Wedd.,Niau,N,"Butaud, F.-J., & Jacq, F.A. (2014) Guide floristique - atolls soulevés des Tuamotu (Polynésie francaise)",Rosales,Urticaceae
Pipturus argenteus (G.Forst.) Wedd.,Niutao,N,"Naikatini, A., et al. (2021) Biodiversity rapid assessment program (BioRAP) of Funafuti Atoll, Nukulaelae Atoll, Niutao Island and Vaitupu Island, Tuvalu",Rosales,Urticaceae
Pipturus argenteus (G.Forst.) Wedd.,Nomwin,N,"Fosberg, F.R., Sachet, M.-H., Oliver, R. (1979) A geographical Checklist of the Micronesian Dicotyledonae",Rosales,Urticaceae
Pipturus argenteus (G.Forst.) Wedd.,Nui,N,"Woodroffe, C.D. (1985) Vegetation and flora of Nui Atoll, Tuvalu",Rosales,Urticaceae
Pipturus argenteus (G.Forst.) Wedd.,Nukulaelae,N,"Naikatini, A., et al. (2021) Biodiversity rapid assessment program (BioRAP) of Funafuti Atoll, Nukulaelae Atoll, Niutao Island and Vaitupu Island, Tuvalu",Rosales,Urticaceae
Pipturus argenteus (G.Forst.) Wedd.,Nukumbasanga,N,"Whistler, W.A. (2012) Botanical survey of the Ringgold Islands, Fiji",Rosales,Urticaceae
Pipturus argenteus (G.Forst.) Wedd.,Nukunonu,N,"Whistler, A. (2012) The flora and vegetation of Tokelau",Rosales,Urticaceae
Pipturus argenteus (G.Forst.) Wedd.,Nukusemanu,N,"Whistler, W.A. (2012) Botanical survey of the Ringgold Islands, Fiji",Rosales,Urticaceae
Pipturus argenteus (G.Forst.) Wedd.,Ontong Java,N,"Bayliss-Smith, T. (1973) Ecosystem and economic system of Ontong Java Atoll, Solomon Islands",Rosales,Urticaceae
Pipturus argenteus (G.Forst.) Wedd.,Pingelap,N,"St. John, H. (1948) Report on the flora of Pingelap atoll, Caroline Islands, Micronesia and observations on the vocabulary of the native inhabitants",Rosales,Urticaceae
Pipturus argenteus (G.Forst.) Wedd.,Puluwat,N,"Manner, H.I., Mallon, E. (1989) An annotated list of the vascular plants of Puluwat atoll",Rosales,Urticaceae
Pipturus argenteus (G.Forst.) Wedd.,Qelelevu,N,"Whistler, W.A. (2012) Botanical survey of the Ringgold Islands, Fiji",Rosales,Urticaceae
Pipturus argenteus (G.Forst.) Wedd.,Rangiroa,N,"Stoddart, D.R., & Sachet, M.-H. (1969) Reconnaissane geomorphology of Rangiroa Atoll, Tuamotu Archipelago with list of vascular flora of Rangiroa",Rosales,Urticaceae
Pipturus argenteus (G.Forst.) Wedd.,Satawan,N,"Fosberg, F.R., Sachet, M.-H., Oliver, R. (1979) A geographical Checklist of the Micronesian Dicotyledonae",Rosales,Urticaceae
Pipturus argenteus (G.Forst.) Wedd.,Swains,N,"Whistler, W.A. (1983) The flora and vegetation of Swains Island",Rosales,Urticaceae
Pipturus argenteus (G.Forst.) Wedd.,Takapoto,N,"Sachet, M.-H. (1983) Takapoto atoll, Tuamotu Archipelago: terrestrial vegetation and flora",Rosales,Urticaceae
Pipturus argenteus (G.Forst.) Wedd.,Teraina,N,"Wester, L. (1985) Checklist of the vascular flora of the Northern Line Islands",Rosales,Urticaceae
Pipturus argenteus (G.Forst.) Wedd.,Tetiaroa,N,"Sachet, M.-H., & Fosberg, F.R. (1983) An ecological reconnaissance of Tetiaroa Atoll, French Polynesia",Rosales,Urticaceae
Pipturus argenteus (G.Forst.) Wedd.,Tikehau,N,"Florence, J. (1985) Contribution à l'étude d'latoll de Tikehau - Introduction a la flore et a la vegetation",Rosales,Urticaceae
Pipturus argenteus (G.Forst.) Wedd.,Ujae,N,"Fosberg, F.R. (1955) Northern Marshall Islands Expedition, 1951-1952 - land biota: vascular plants",Rosales,Urticaceae
Pipturus argenteus (G.Forst.) Wedd.,Ujelang,N,"Fosberg, F.R. (1955) Northern Marshall Islands Expedition, 1951-1952 - land biota: vascular plants",Rosales,Urticaceae
Pipturus argenteus (G.Forst.) Wedd.,Ulithi,N,"Fosberg, F.R., Sachet, M.-H., Oliver, R. (1979) A geographical Checklist of the Micronesian Dicotyledonae",Rosales,Urticaceae
Pipturus argenteus (G.Forst.) Wedd.,Vaitupu,N,"Naikatini, A., et al. (2021) Biodiversity rapid assessment program (BioRAP) of Funafuti Atoll, Nukulaelae Atoll, Niutao Island and Vaitupu Island, Tuvalu",Rosales,Urticaceae
Pipturus vitiensis A.C.Sm.,Nukunonu,N,"Parham, P.E.V. (1971) The vegetation of the Tokelau Islands with special reference to the plants of Nukunonu Atoll",Rosales,Urticaceae
Pouzolzia zeylanica (L.) Benn. & R.Br.,Addu,N,"Fosberg, F.R., Groves, E.W., & Sigee, D.C. (1966) List of Addu vascular plants",Rosales,Urticaceae
Pouzolzia zeylanica (L.) Benn. & R.Br.,Kavaratti,N,"Sivadas, P., Narayanan, B., & Sviaprasad, K. (1983) An account of the vegetation of Kavaratti Island, Laccadives",Rosales,Urticaceae
Procris pedunculata (J.R.Forst. & G.Forst.) Wedd & H.Schroet.,Ant,N,"Fosberg, F.R., Sachet, M.-H., Oliver, R. (1979) A geographical Checklist of the Micronesian Dicotyledonae",Rosales,Urticaceae
Procris pedunculata (J.R.Forst. & G.Forst.) Wedd & H.Schroet.,Fakaofo,N,"Whistler, A. (2012) The flora and vegetation of Tokelau",Rosales,Urticaceae
Procris pedunculata (J.R.Forst. & G.Forst.) Wedd & H.Schroet.,Jaluit,N,"Fosberg, F.R., & Sachet, M.-H. (1962) Vascular plants recorded from Jaluit Atoll",Rosales,Urticaceae
Procris pedunculata (J.R.Forst. & G.Forst.) Wedd & H.Schroet.,Losap,N,"Manner, H.I., & Sana, D. (1995) The vascular plants of Losap Atoll",Rosales,Urticaceae
Procris pedunculata (J.R.Forst. & G.Forst.) Wedd & H.Schroet.,Niau,N,"Butaud, F.-J., & Jacq, F.A. (2014) Guide floristique - atolls soulevés des Tuamotu (Polynésie francaise)",Rosales,Urticaceae
Procris pedunculata (J.R.Forst. & G.Forst.) Wedd & H.Schroet.,Nukunonu,N,"Parham, P.E.V. (1971) The vegetation of the Tokelau Islands with special reference to the plants of Nukunonu Atoll",Rosales,Urticaceae
Procris pedunculata (J.R.Forst. & G.Forst.) Wedd & H.Schroet.,Qelelevu,N,"Whistler, W.A. (2012) Botanical survey of the Ringgold Islands, Fiji",Rosales,Urticaceae
Procris pedunculata (J.R.Forst. & G.Forst.) Wedd & H.Schroet.,Satawan,N,"Fosberg, F.R., Sachet, M.-H., Oliver, R. (1979) A geographical Checklist of the Micronesian Dicotyledonae",Rosales,Urticaceae
Procris pedunculata (J.R.Forst. & G.Forst.) Wedd & H.Schroet.,Swains,N,"Whistler, W.A. (1983) The flora and vegetation of Swains Island",Rosales,Urticaceae
Bakerella clavata (Desr.) Balle,Aldabra,N,"Wickens, G.E. (1979) The propagules of the terrestrial flora of the Aldabra Archipelago, Western Indian Ocean",Santalales,Loranthaceae
Santalum ellipticum Gaudich.,Laysan,N,"Ely, C.A., & Clapp, R.B. (1973) The natural history of Laysan Island, Northwestern Hawaiian Islands",Santalales,Santalaceae
Viscum triflorum DC.,Aldabra,N,"Renvoize, S.A. (1975) A floristic analysis of the Western Indian Ocean coral islands",Santalales,Viscaceae
Ximenia americana L.,Addu,U,"Spicer, R.A., et al. (1979) The terrestrial vegetation of an Indian Ocean coral island - Wilingili, Addu Atoll, Maldive Islands",Santalales,Ximeniaceae
Ximenia americana L.,Anaa,N,"Butaud, F.-J., & Jacq, F.A. (2014) Guide floristique - atolls soulevés des Tuamotu (Polynésie francaise)",Santalales,Ximeniaceae
Ximenia americana L.,Aratika,N,"Jacq F. & Lagouy E., (2010) Carte de la végétation de l’atoll de Aratika, commune de Fakarava, Archipel des Tuamotu",Santalales,Ximeniaceae
Ximenia americana L.,Arno,N,"Anderson, D. (1951) The plants of Arno Atoll, Marshall Islands",Santalales,Ximeniaceae
Ximenia americana L.,Bikini,N,"Fosberg, F.R. (1990) A review of the natural history of the Marshall Islands",Santalales,Ximeniaceae
Ximenia americana L.,Caroline,N,"Kepler, A.K., & Kepler, C.B. (1994) The natural history of Caroline atoll - Part I. History, physiography, botany, and isle descriptions",Santalales,Ximeniaceae
Ximenia americana L.,South Keeling,N,"Williams, D.G. (1994) Vegetation and flora of the Cocos (Keeling) Islands",Santalales,Ximeniaceae
Ximenia americana L.,Eniwetok,N,"St. John, H. (1960) Flora of Eniwetok Atoll",Santalales,Ximeniaceae
Ximenia americana L.,Lae,N,"Fosberg, F.R. (1955) Northern Marshall Islands Expedition, 1951-1952 - land biota: vascular plants",Santalales,Ximeniaceae
Ximenia americana L.,Maupihaa,N,"Sachet, M.-H. (1983) Natural history of Mopelia Atoll, Society Islands",Santalales,Ximeniaceae
Ximenia americana L.,Niau,N,"Butaud, F.-J., & Jacq, F.A. (2014) Guide floristique - atolls soulevés des Tuamotu (Polynésie francaise)",Santalales,Ximeniaceae
Ximenia americana L.,Nui,N,"Woodroffe, C.D. (1985) Vegetation and flora of Nui Atoll, Tuvalu",Santalales,Ximeniaceae
Ximenia americana L.,Qelelevu,N,"Whistler, W.A. (2012) Botanical survey of the Ringgold Islands, Fiji",Santalales,Ximeniaceae
Ximenia americana L.,Raroia,N,"Doty, M.S., et al. (1954) Floristics and plant ecology of Raroia Atoll, Tuamotus",Santalales,Ximeniaceae
Ximenia americana L.,Satawan,N,"Fosberg, F.R., Sachet, M.-H., Oliver, R. (1979) A geographical Checklist of the Micronesian Dicotyledonae",Santalales,Ximeniaceae
Ximenia americana L.,Takapoto,N,"Sachet, M.-H. (1983) Takapoto atoll, Tuamotu Archipelago: terrestrial vegetation and flora",Santalales,Ximeniaceae
Ximenia americana L.,Ujae,N,"Fosberg, F.R. (1955) Northern Marshall Islands Expedition, 1951-1952 - land biota: vascular plants",Santalales,Ximeniaceae
Mangifera indica L.,Arno,I,"Fosberg, F.R., Sachet, M.-H., Oliver, R. (1979) A geographical Checklist of the Micronesian Dicotyledonae",Sapindales,Anacardiaceae
Mangifera indica L.,Butaritari,I,"Fosberg, F.R., Sachet, M.-H., Oliver, R. (1979) A geographical Checklist of the Micronesian Dicotyledonae",Sapindales,Anacardiaceae
Mangifera indica L.,Diego Garcia,I,"Fosberg, F.R., & Bullock, A.A. (1971) List of Diego Garcia vascular plants",Sapindales,Anacardiaceae
